PERMNO,date,TICKER,COMNAM,RET
12140,20080110,GR,GOODRICH CORP,0.021921
12140,20080111,GR,GOODRICH CORP,-0.018210
12140,20080114,GR,GOODRICH CORP,0.011789
12140,20080115,GR,GOODRICH CORP,-0.021439
12140,20080116,GR,GOODRICH CORP,-0.009843
12140,20080117,GR,GOODRICH CORP,-0.040725
12140,20080118,GR,GOODRICH CORP,0.017550
12140,20080122,GR,GOODRICH CORP,0.012648
12140,20080123,GR,GOODRICH CORP,0.011354
12140,20080124,GR,GOODRICH CORP,-0.002887
12140,20080125,GR,GOODRICH CORP,0.002895
12140,20080128,GR,GOODRICH CORP,-0.005132
12140,20080129,GR,GOODRICH CORP,0.001128
12140,20080130,GR,GOODRICH CORP,0.011916
12140,20080131,GR,GOODRICH CORP,-0.006206
12140,20080201,GR,GOODRICH CORP,0.005604
12140,20080204,GR,GOODRICH CORP,0.003185
12140,20080205,GR,GOODRICH CORP,-0.029683
12140,20080206,GR,GOODRICH CORP,-0.019794
12140,20080207,GR,GOODRICH CORP,-0.008511
12140,20080208,GR,GOODRICH CORP,-0.005891
12140,20080211,GR,GOODRICH CORP,-0.001016
12140,20080212,GR,GOODRICH CORP,0.022034
12140,20080213,GR,GOODRICH CORP,0.037645
12140,20080214,GR,GOODRICH CORP,-0.021576
12140,20080215,GR,GOODRICH CORP,-0.006861
12140,20080219,GR,GOODRICH CORP,0.014145
12140,20080220,GR,GOODRICH CORP,0.001460
12140,20080221,GR,GOODRICH CORP,-0.027854
12140,20080222,GR,GOODRICH CORP,0.011994
12140,20080225,GR,GOODRICH CORP,0.031605
12140,20080226,GR,GOODRICH CORP,-0.006063
12140,20080227,GR,GOODRICH CORP,-0.001445
12140,20080228,GR,GOODRICH CORP,-0.010852
12140,20080229,GR,GOODRICH CORP,-0.033768
12140,20080303,GR,GOODRICH CORP,0.027351
12140,20080304,GR,GOODRICH CORP,-0.007395
12140,20080305,GR,GOODRICH CORP,0.013079
12140,20080306,GR,GOODRICH CORP,-0.007681
12140,20080307,GR,GOODRICH CORP,0.000823
12140,20080310,GR,GOODRICH CORP,-0.029620
12140,20080311,GR,GOODRICH CORP,0.026793
12140,20080312,GR,GOODRICH CORP,-0.008258
12140,20080313,GR,GOODRICH CORP,0.005162
12140,20080314,GR,GOODRICH CORP,-0.006627
12140,20080317,GR,GOODRICH CORP,-0.016011
12140,20080318,GR,GOODRICH CORP,0.049322
12140,20080319,GR,GOODRICH CORP,-0.034243
12140,20080320,GR,GOODRICH CORP,-0.025590
12140,20080324,GR,GOODRICH CORP,0.002403
12140,20080325,GR,GOODRICH CORP,-0.011986
12140,20080326,GR,GOODRICH CORP,0.004679
12140,20080327,GR,GOODRICH CORP,-0.015353
12140,20080328,GR,GOODRICH CORP,0.002453
12140,20080331,GR,GOODRICH CORP,0.005068
12570,20080102,ITT,I T T CORP,-0.032707
12570,20080103,ITT,I T T CORP,0.023325
12570,20080104,ITT,I T T CORP,-0.023711
12570,20080107,ITT,I T T CORP,-0.023034
12570,20080108,ITT,I T T CORP,-0.027747
12570,20080109,ITT,I T T CORP,-0.004949
12570,20080110,ITT,I T T CORP,0.011605
12570,20080111,ITT,I T T CORP,-0.030646
12570,20080114,ITT,I T T CORP,0.019104
12570,20080115,ITT,I T T CORP,-0.038155
12570,20080116,ITT,I T T CORP,0.000173
12570,20080117,ITT,I T T CORP,-0.030005
12570,20080118,ITT,I T T CORP,-0.002667
12570,20080122,ITT,I T T CORP,0.037968
12570,20080123,ITT,I T T CORP,0.004122
12570,20080124,ITT,I T T CORP,-0.018471
12570,20080125,ITT,I T T CORP,0.010281
12570,20080128,ITT,I T T CORP,0.005864
12570,20080129,ITT,I T T CORP,-0.001029
12570,20080130,ITT,I T T CORP,0.004463
12570,20080131,ITT,I T T CORP,0.015038
12570,20080201,ITT,I T T CORP,0.012963
12570,20080204,ITT,I T T CORP,-0.005484
12570,20080205,ITT,I T T CORP,-0.030749
12570,20080206,ITT,I T T CORP,-0.002759
12570,20080207,ITT,I T T CORP,-0.013658
12570,20080208,ITT,I T T CORP,-0.012445
12570,20080211,ITT,I T T CORP,0.001065
12570,20080212,ITT,I T T CORP,0.010816
12570,20080213,ITT,I T T CORP,0.014734
12570,20080214,ITT,I T T CORP,0.006914
12570,20080215,ITT,I T T CORP,-0.011502
12570,20080219,ITT,I T T CORP,-0.010073
12570,20080220,ITT,I T T CORP,0.014035
12570,20080221,ITT,I T T CORP,-0.022837
12570,20080222,ITT,I T T CORP,-0.002656
12570,20080225,ITT,I T T CORP,0.027516
12570,20080226,ITT,I T T CORP,0.017968
12570,20080227,ITT,I T T CORP,-0.002885
12570,20080228,ITT,I T T CORP,-0.007830
12570,20080229,ITT,I T T CORP,-0.035169
12570,20080303,ITT,I T T CORP,0.004979
12570,20080304,ITT,I T T CORP,-0.011147
12570,20080305,ITT,I T T CORP,0.014224
12570,20080306,ITT,I T T CORP,-0.021589
12570,20080307,ITT,I T T CORP,-0.012841
12570,20080310,ITT,I T T CORP,-0.027299
12570,20080311,ITT,I T T CORP,0.035412
12570,20080312,ITT,I T T CORP,-0.002365
12570,20080313,ITT,I T T CORP,0.003829
12570,20080314,ITT,I T T CORP,-0.029428
12570,20080317,ITT,I T T CORP,-0.003556
12570,20080318,ITT,I T T CORP,0.030240
12570,20080319,ITT,I T T CORP,-0.035551
12570,20080320,ITT,I T T CORP,-0.002647
12570,20080324,ITT,I T T CORP,0.018764
12570,20080325,ITT,I T T CORP,0.012465
12570,20080326,ITT,I T T CORP,-0.009188
12570,20080327,ITT,I T T CORP,-0.032270
12570,20080328,ITT,I T T CORP,-0.009774
12570,20080331,ITT,I T T CORP,0.002710
13507,20080102,ANAT,AMERICAN NATIONAL INS CO,-0.001980
13507,20080103,ANAT,AMERICAN NATIONAL INS CO,0.000000
13507,20080104,ANAT,AMERICAN NATIONAL INS CO,0.008264
13507,20080107,ANAT,AMERICAN NATIONAL INS CO,-0.047049
13507,20080108,ANAT,AMERICAN NATIONAL INS CO,0.000688
13507,20080109,ANAT,AMERICAN NATIONAL INS CO,0.039711
13507,20080110,ANAT,AMERICAN NATIONAL INS CO,0.032407
13507,20080111,ANAT,AMERICAN NATIONAL INS CO,-0.045564
13507,20080114,ANAT,AMERICAN NATIONAL INS CO,0.039013
13507,20080115,ANAT,AMERICAN NATIONAL INS CO,-0.006783
13507,20080116,ANAT,AMERICAN NATIONAL INS CO,0.014228
13507,20080117,ANAT,AMERICAN NATIONAL INS CO,-0.014028
13507,20080118,ANAT,AMERICAN NATIONAL INS CO,0.001382
13507,20080122,ANAT,AMERICAN NATIONAL INS CO,-0.005440
13507,20080123,ANAT,AMERICAN NATIONAL INS CO,0.044245
13507,20080124,ANAT,AMERICAN NATIONAL INS CO,-0.053705
13507,20080125,ANAT,AMERICAN NATIONAL INS CO,-0.016935
13507,20080128,ANAT,AMERICAN NATIONAL INS CO,0.049832
13507,20080129,ANAT,AMERICAN NATIONAL INS CO,0.019771
13507,20080130,ANAT,AMERICAN NATIONAL INS CO,-0.014364
13507,20080131,ANAT,AMERICAN NATIONAL INS CO,-0.001274
13507,20080201,ANAT,AMERICAN NATIONAL INS CO,0.020652
13507,20080204,ANAT,AMERICAN NATIONAL INS CO,0.015625
13507,20080205,ANAT,AMERICAN NATIONAL INS CO,-0.064538
13507,20080206,ANAT,AMERICAN NATIONAL INS CO,-0.004358
13507,20080207,ANAT,AMERICAN NATIONAL INS CO,-0.000661
13507,20080208,ANAT,AMERICAN NATIONAL INS CO,-0.011240
13507,20080211,ANAT,AMERICAN NATIONAL INS CO,-0.003761
13507,20080212,ANAT,AMERICAN NATIONAL INS CO,0.002517
13507,20080213,ANAT,AMERICAN NATIONAL INS CO,0.012637
13507,20080214,ANAT,AMERICAN NATIONAL INS CO,-0.009835
13507,20080215,ANAT,AMERICAN NATIONAL INS CO,0.001586
13507,20080219,ANAT,AMERICAN NATIONAL INS CO,0.007417
13507,20080220,ANAT,AMERICAN NATIONAL INS CO,0.024071
13507,20080221,ANAT,AMERICAN NATIONAL INS CO,-0.048788
13507,20080222,ANAT,AMERICAN NATIONAL INS CO,-0.014096
13507,20080225,ANAT,AMERICAN NATIONAL INS CO,0.044789
13507,20080226,ANAT,AMERICAN NATIONAL INS CO,0.009481
13507,20080227,ANAT,AMERICAN NATIONAL INS CO,-0.014455
13507,20080228,ANAT,AMERICAN NATIONAL INS CO,-0.022207
13507,20080229,ANAT,AMERICAN NATIONAL INS CO,-0.038559
13507,20080303,ANAT,AMERICAN NATIONAL INS CO,0.013662
13507,20080304,ANAT,AMERICAN NATIONAL INS CO,-0.017391
13507,20080305,ANAT,AMERICAN NATIONAL INS CO,-0.004248
13507,20080306,ANAT,AMERICAN NATIONAL INS CO,-0.057539
13507,20080307,ANAT,AMERICAN NATIONAL INS CO,0.081086
13507,20080310,ANAT,AMERICAN NATIONAL INS CO,-0.066397
13507,20080311,ANAT,AMERICAN NATIONAL INS CO,0.079398
13507,20080312,ANAT,AMERICAN NATIONAL INS CO,-0.070246
13507,20080313,ANAT,AMERICAN NATIONAL INS CO,0.043120
13507,20080314,ANAT,AMERICAN NATIONAL INS CO,-0.072610
13507,20080317,ANAT,AMERICAN NATIONAL INS CO,0.017442
13507,20080318,ANAT,AMERICAN NATIONAL INS CO,0.086095
13507,20080319,ANAT,AMERICAN NATIONAL INS CO,-0.079270
13507,20080320,ANAT,AMERICAN NATIONAL INS CO,0.011333
13507,20080324,ANAT,AMERICAN NATIONAL INS CO,-0.011112
13507,20080325,ANAT,AMERICAN NATIONAL INS CO,-0.000095
13507,20080326,ANAT,AMERICAN NATIONAL INS CO,-0.030762
13507,20080327,ANAT,AMERICAN NATIONAL INS CO,0.010121
13507,20080328,ANAT,AMERICAN NATIONAL INS CO,0.017315
13507,20080331,ANAT,AMERICAN NATIONAL INS CO,0.020272
15069,20080102,MRO,MARATHON OIL CORP,0.008873
15069,20080103,MRO,MARATHON OIL CORP,0.007818
15069,20080104,MRO,MARATHON OIL CORP,-0.037330
15069,20080107,MRO,MARATHON OIL CORP,-0.010408
15069,20080108,MRO,MARATHON OIL CORP,-0.006446
15069,20080109,MRO,MARATHON OIL CORP,-0.022879
15069,20080110,MRO,MARATHON OIL CORP,-0.022016
15069,20080111,MRO,MARATHON OIL CORP,-0.026264
15069,20080114,MRO,MARATHON OIL CORP,0.006972
15069,20080115,MRO,MARATHON OIL CORP,-0.049381
15069,20080116,MRO,MARATHON OIL CORP,-0.032969
15069,20080117,MRO,MARATHON OIL CORP,-0.053915
15069,20080118,MRO,MARATHON OIL CORP,-0.005028
15069,20080122,MRO,MARATHON OIL CORP,-0.016846
15069,20080123,MRO,MARATHON OIL CORP,0.011566
15069,20080124,MRO,MARATHON OIL CORP,0.058437
15069,20080125,MRO,MARATHON OIL CORP,-0.019404
15069,20080128,MRO,MARATHON OIL CORP,0.021624
15069,20080129,MRO,MARATHON OIL CORP,0.040934
15069,20080130,MRO,MARATHON OIL CORP,-0.023403
15069,20080131,MRO,MARATHON OIL CORP,-0.075427
15069,20080201,MRO,MARATHON OIL CORP,0.042915
15069,20080204,MRO,MARATHON OIL CORP,-0.003259
15069,20080205,MRO,MARATHON OIL CORP,-0.039853
15069,20080206,MRO,MARATHON OIL CORP,-0.023414
15069,20080207,MRO,MARATHON OIL CORP,0.008718
15069,20080208,MRO,MARATHON OIL CORP,0.066984
15069,20080211,MRO,MARATHON OIL CORP,-0.003645
15069,20080212,MRO,MARATHON OIL CORP,0.003049
15069,20080213,MRO,MARATHON OIL CORP,0.025532
15069,20080214,MRO,MARATHON OIL CORP,0.002173
15069,20080215,MRO,MARATHON OIL CORP,0.007295
15069,20080219,MRO,MARATHON OIL CORP,0.033038
15069,20080220,MRO,MARATHON OIL CORP,0.004378
15069,20080221,MRO,MARATHON OIL CORP,-0.037149
15069,20080222,MRO,MARATHON OIL CORP,0.014764
15069,20080225,MRO,MARATHON OIL CORP,0.017071
15069,20080226,MRO,MARATHON OIL CORP,0.019073
15069,20080227,MRO,MARATHON OIL CORP,0.017406
15069,20080228,MRO,MARATHON OIL CORP,-0.003863
15069,20080229,MRO,MARATHON OIL CORP,-0.018283
15069,20080303,MRO,MARATHON OIL CORP,0.012227
15069,20080304,MRO,MARATHON OIL CORP,-0.017655
15069,20080305,MRO,MARATHON OIL CORP,0.014756
15069,20080306,MRO,MARATHON OIL CORP,-0.031506
15069,20080307,MRO,MARATHON OIL CORP,-0.009432
15069,20080310,MRO,MARATHON OIL CORP,0.008745
15069,20080311,MRO,MARATHON OIL CORP,0.047004
15069,20080312,MRO,MARATHON OIL CORP,-0.045998
15069,20080313,MRO,MARATHON OIL CORP,0.010222
15069,20080314,MRO,MARATHON OIL CORP,-0.032646
15069,20080317,MRO,MARATHON OIL CORP,-0.078350
15069,20080318,MRO,MARATHON OIL CORP,0.039615
15069,20080319,MRO,MARATHON OIL CORP,-0.068383
15069,20080320,MRO,MARATHON OIL CORP,0.028521
15069,20080324,MRO,MARATHON OIL CORP,0.015477
15069,20080325,MRO,MARATHON OIL CORP,-0.002964
15069,20080326,MRO,MARATHON OIL CORP,0.012314
15069,20080327,MRO,MARATHON OIL CORP,-0.014262
15069,20080328,MRO,MARATHON OIL CORP,-0.011489
15069,20080331,MRO,MARATHON OIL CORP,-0.018511
15077,20080102,UST,U S T INC,-0.020620
15077,20080103,UST,U S T INC,-0.006335
15077,20080104,UST,U S T INC,0.013876
15077,20080107,UST,U S T INC,0.007953
15077,20080108,UST,U S T INC,0.006606
15077,20080109,UST,U S T INC,0.011484
15077,20080110,UST,U S T INC,-0.002343
15077,20080111,UST,U S T INC,0.016257
15077,20080114,UST,U S T INC,0.003022
15077,20080115,UST,U S T INC,-0.005494
15077,20080116,UST,U S T INC,0.001782
15077,20080117,UST,U S T INC,-0.011562
15077,20080118,UST,U S T INC,0.001620
15077,20080122,UST,U S T INC,-0.008085
15077,20080123,UST,U S T INC,0.003441
15077,20080124,UST,U S T INC,-0.038448
15077,20080125,UST,U S T INC,-0.017646
15077,20080128,UST,U S T INC,0.006306
15077,20080129,UST,U S T INC,0.048234
15077,20080130,UST,U S T INC,-0.035870
15077,20080131,UST,U S T INC,-0.022924
15077,20080201,UST,U S T INC,0.057692
15077,20080204,UST,U S T INC,0.036364
15077,20080205,UST,U S T INC,-0.030702
15077,20080206,UST,U S T INC,0.001086
15077,20080207,UST,U S T INC,0.001266
15077,20080208,UST,U S T INC,-0.006501
15077,20080211,UST,U S T INC,-0.001272
15077,20080212,UST,U S T INC,0.005459
15077,20080213,UST,U S T INC,-0.003982
15077,20080214,UST,U S T INC,0.002726
15077,20080215,UST,U S T INC,0.012686
15077,20080219,UST,U S T INC,-0.011274
15077,20080220,UST,U S T INC,-0.001086
15077,20080221,UST,U S T INC,0.000725
15077,20080222,UST,U S T INC,0.020098
15077,20080225,UST,U S T INC,0.009052
15077,20080226,UST,U S T INC,-0.000352
15077,20080227,UST,U S T INC,-0.008094
15077,20080228,UST,U S T INC,-0.010289
15077,20080229,UST,U S T INC,-0.026887
15077,20080303,UST,U S T INC,0.004052
15077,20080304,UST,U S T INC,-0.002201
15077,20080305,UST,U S T INC,0.002206
15077,20080306,UST,U S T INC,-0.022198
15077,20080307,UST,U S T INC,0.010507
15077,20080310,UST,U S T INC,0.007055
15077,20080311,UST,U S T INC,0.010140
15077,20080312,UST,U S T INC,-0.009308
15077,20080313,UST,U S T INC,0.029823
15077,20080314,UST,U S T INC,0.009412
15077,20080317,UST,U S T INC,-0.012193
15077,20080318,UST,U S T INC,0.012525
15077,20080319,UST,U S T INC,-0.005378
15077,20080320,UST,U S T INC,-0.000180
15077,20080324,UST,U S T INC,-0.007391
15077,20080325,UST,U S T INC,0.013440
15077,20080326,UST,U S T INC,-0.005376
15077,20080327,UST,U S T INC,-0.013153
15077,20080328,UST,U S T INC,0.011868
15077,20080331,UST,U S T INC,-0.016240
17961,20080102,BGG,BRIGGS & STRATTON CORP,-0.017652
17961,20080103,BGG,BRIGGS & STRATTON CORP,-0.009434
17961,20080104,BGG,BRIGGS & STRATTON CORP,-0.035374
17961,20080107,BGG,BRIGGS & STRATTON CORP,0.010813
17961,20080108,BGG,BRIGGS & STRATTON CORP,-0.033488
17961,20080109,BGG,BRIGGS & STRATTON CORP,-0.014918
17961,20080110,BGG,BRIGGS & STRATTON CORP,-0.020029
17961,20080111,BGG,BRIGGS & STRATTON CORP,-0.041874
17961,20080114,BGG,BRIGGS & STRATTON CORP,0.001561
17961,20080115,BGG,BRIGGS & STRATTON CORP,-0.052987
17961,20080116,BGG,BRIGGS & STRATTON CORP,-0.030719
17961,20080117,BGG,BRIGGS & STRATTON CORP,-0.035654
17961,20080118,BGG,BRIGGS & STRATTON CORP,0.002934
17961,20080122,BGG,BRIGGS & STRATTON CORP,0.001170
17961,20080123,BGG,BRIGGS & STRATTON CORP,0.064874
17961,20080124,BGG,BRIGGS & STRATTON CORP,0.023600
17961,20080125,BGG,BRIGGS & STRATTON CORP,0.003217
17961,20080128,BGG,BRIGGS & STRATTON CORP,0.028862
17961,20080129,BGG,BRIGGS & STRATTON CORP,0.014026
17961,20080130,BGG,BRIGGS & STRATTON CORP,0.006147
17961,20080131,BGG,BRIGGS & STRATTON CORP,0.061609
17961,20080201,BGG,BRIGGS & STRATTON CORP,0.068585
17961,20080204,BGG,BRIGGS & STRATTON CORP,-0.065081
17961,20080205,BGG,BRIGGS & STRATTON CORP,-0.049448
17961,20080206,BGG,BRIGGS & STRATTON CORP,0.010101
17961,20080207,BGG,BRIGGS & STRATTON CORP,0.014000
17961,20080208,BGG,BRIGGS & STRATTON CORP,-0.025148
17961,20080211,BGG,BRIGGS & STRATTON CORP,-0.000506
17961,20080212,BGG,BRIGGS & STRATTON CORP,0.008097
17961,20080213,BGG,BRIGGS & STRATTON CORP,0.031125
17961,20080214,BGG,BRIGGS & STRATTON CORP,-0.043817
17961,20080215,BGG,BRIGGS & STRATTON CORP,0.015784
17961,20080219,BGG,BRIGGS & STRATTON CORP,-0.080201
17961,20080220,BGG,BRIGGS & STRATTON CORP,0.026703
17961,20080221,BGG,BRIGGS & STRATTON CORP,-0.014862
17961,20080222,BGG,BRIGGS & STRATTON CORP,0.000539
17961,20080225,BGG,BRIGGS & STRATTON CORP,0.018848
17961,20080226,BGG,BRIGGS & STRATTON CORP,0.021142
17961,20080227,BGG,BRIGGS & STRATTON CORP,-0.010870
17961,20080228,BGG,BRIGGS & STRATTON CORP,-0.022501
17961,20080229,BGG,BRIGGS & STRATTON CORP,-0.031961
17961,20080303,BGG,BRIGGS & STRATTON CORP,0.003917
17961,20080304,BGG,BRIGGS & STRATTON CORP,-0.004459
17961,20080305,BGG,BRIGGS & STRATTON CORP,-0.022397
17961,20080306,BGG,BRIGGS & STRATTON CORP,-0.020618
17961,20080307,BGG,BRIGGS & STRATTON CORP,0.001754
17961,20080310,BGG,BRIGGS & STRATTON CORP,-0.024518
