PERMNO,date,TICKER,COMNAM,RET
10145,20080102,HON,HONEYWELL INTERNATIONAL INC,-0.027124
10145,20080103,HON,HONEYWELL INTERNATIONAL INC,0.005008
10145,20080104,HON,HONEYWELL INTERNATIONAL INC,-0.031894
10145,20080107,HON,HONEYWELL INTERNATIONAL INC,-0.003432
10145,20080108,HON,HONEYWELL INTERNATIONAL INC,-0.017045
10145,20080109,HON,HONEYWELL INTERNATIONAL INC,0.008933
10145,20080110,HON,HONEYWELL INTERNATIONAL INC,0.003819
10145,20080111,HON,HONEYWELL INTERNATIONAL INC,-0.017641
10145,20080114,HON,HONEYWELL INTERNATIONAL INC,0.01743
10145,20080115,HON,HONEYWELL INTERNATIONAL INC,-0.02163
10145,20080116,HON,HONEYWELL INTERNATIONAL INC,0.01751
10145,20080117,HON,HONEYWELL INTERNATIONAL INC,-0.034069
10145,20080118,HON,HONEYWELL INTERNATIONAL INC,-0.004859
10145,20080122,HON,HONEYWELL INTERNATIONAL INC,-0.024414
10145,20080123,HON,HONEYWELL INTERNATIONAL INC,0.047268
10145,20080124,HON,HONEYWELL INTERNATIONAL INC,-0.00531
10145,20080125,HON,HONEYWELL INTERNATIONAL INC,0.036477
10145,20080128,HON,HONEYWELL INTERNATIONAL INC,0.011502
10145,20080129,HON,HONEYWELL INTERNATIONAL INC,-0.008147
10145,20080130,HON,HONEYWELL INTERNATIONAL INC,-0.00474
10145,20080131,HON,HONEYWELL INTERNATIONAL INC,0.015594
10145,20080201,HON,HONEYWELL INTERNATIONAL INC,0.019299
10145,20080204,HON,HONEYWELL INTERNATIONAL INC,0.004484
10145,20080205,HON,HONEYWELL INTERNATIONAL INC,-0.02381
10145,20080206,HON,HONEYWELL INTERNATIONAL INC,-0.006267
10145,20080207,HON,HONEYWELL INTERNATIONAL INC,0.001704
10145,20080208,HON,HONEYWELL INTERNATIONAL INC,-0.015995
10145,20080211,HON,HONEYWELL INTERNATIONAL INC,-0.003286
10145,20080212,HON,HONEYWELL INTERNATIONAL INC,-0.001908
10145,20080213,HON,HONEYWELL INTERNATIONAL INC,0.022597
10145,20080214,HON,HONEYWELL INTERNATIONAL INC,-0.022438
10145,20080215,HON,HONEYWELL INTERNATIONAL INC,-0.025561
10145,20080219,HON,HONEYWELL INTERNATIONAL INC,0.006602
10145,20080220,HON,HONEYWELL INTERNATIONAL INC,-0.001064
10145,20080221,HON,HONEYWELL INTERNATIONAL INC,-0.014907
10145,20080222,HON,HONEYWELL INTERNATIONAL INC,0.018555
10145,20080225,HON,HONEYWELL INTERNATIONAL INC,0.029094
10145,20080226,HON,HONEYWELL INTERNATIONAL INC,0.021585
10145,20080227,HON,HONEYWELL INTERNATIONAL INC,0.007945
10145,20080228,HON,HONEYWELL INTERNATIONAL INC,-0.007547
10145,20080229,HON,HONEYWELL INTERNATIONAL INC,-0.027712
10145,20080303,HON,HONEYWELL INTERNATIONAL INC,0.017553
10145,20080304,HON,HONEYWELL INTERNATIONAL INC,-0.000512
10145,20080305,HON,HONEYWELL INTERNATIONAL INC,0.008544
10145,20080306,HON,HONEYWELL INTERNATIONAL INC,-0.026093
10145,20080307,HON,HONEYWELL INTERNATIONAL INC,-0.016006
10145,20080310,HON,HONEYWELL INTERNATIONAL INC,-0.015559
10145,20080311,HON,HONEYWELL INTERNATIONAL INC,0.022988
10145,20080312,HON,HONEYWELL INTERNATIONAL INC,0.000351
10145,20080313,HON,HONEYWELL INTERNATIONAL INC,-0.004914
10145,20080314,HON,HONEYWELL INTERNATIONAL INC,-0.010053
10145,20080317,HON,HONEYWELL INTERNATIONAL INC,-0.016212
10145,20080318,HON,HONEYWELL INTERNATIONAL INC,0.028251
10145,20080319,HON,HONEYWELL INTERNATIONAL INC,-0.029412
10145,20080320,HON,HONEYWELL INTERNATIONAL INC,-0.014879
10145,20080324,HON,HONEYWELL INTERNATIONAL INC,0.013262
10145,20080325,HON,HONEYWELL INTERNATIONAL INC,0.017997
10145,20080326,HON,HONEYWELL INTERNATIONAL INC,-0.006607
10145,20080327,HON,HONEYWELL INTERNATIONAL INC,-0.011325
10145,20080328,HON,HONEYWELL INTERNATIONAL INC,0.015455
10145,20080331,HON,HONEYWELL INTERNATIONAL INC,0.010206
11308,20080102,KO,COCA COLA CO,-0.004562
11308,20080103,KO,COCA COLA CO,0.010476
11308,20080104,KO,COCA COLA CO,0.001944
11308,20080107,KO,COCA COLA CO,0.023606
11308,20080108,KO,COCA COLA CO,0.004107
11308,20080109,KO,COCA COLA CO,0.026742
11308,20080110,KO,COCA COLA CO,0.004443
11308,20080111,KO,COCA COLA CO,-0.027303
11308,20080114,KO,COCA COLA CO,0.008311
11308,20080115,KO,COCA COLA CO,-0.010731
11308,20080116,KO,COCA COLA CO,-0.015092
11308,20080117,KO,COCA COLA CO,-0.009737
11308,20080118,KO,COCA COLA CO,-0.020954
11308,20080122,KO,COCA COLA CO,-0.032104
11308,20080123,KO,COCA COLA CO,0.001361
11308,20080124,KO,COCA COLA CO,0.017156
11308,20080125,KO,COCA COLA CO,-0.024549
11308,20080128,KO,COCA COLA CO,0.01712
11308,20080129,KO,COCA COLA CO,-0.014476
11308,20080130,KO,COCA COLA CO,-0.013322
11308,20080131,KO,COCA COLA CO,0.021291
11308,20080201,KO,COCA COLA CO,0.004407
11308,20080204,KO,COCA COLA CO,-0.010631
11308,20080205,KO,COCA COLA CO,-0.020979
11308,20080206,KO,COCA COLA CO,0.005401
11308,20080207,KO,COCA COLA CO,0.012823
11308,20080208,KO,COCA COLA CO,0.013687
11308,20080211,KO,COCA COLA CO,0.004219
11308,20080212,KO,COCA COLA CO,0.007059
11308,20080213,KO,COCA COLA CO,-0.008845
11308,20080214,KO,COCA COLA CO,-0.014144
11308,20080215,KO,COCA COLA CO,0.003587
11308,20080219,KO,COCA COLA CO,-0.011232
11308,20080220,KO,COCA COLA CO,0.002238
11308,20080221,KO,COCA COLA CO,-0.004122
11308,20080222,KO,COCA COLA CO,0.004656
11308,20080225,KO,COCA COLA CO,0.008754
11308,20080226,KO,COCA COLA CO,0.012762
11308,20080227,KO,COCA COLA CO,0.008905
11308,20080228,KO,COCA COLA CO,-0.009825
11308,20080229,KO,COCA COLA CO,-0.016818
11308,20080303,KO,COCA COLA CO,0.009579
11308,20080304,KO,COCA COLA CO,0.00593
11308,20080305,KO,COCA COLA CO,0.005222
11308,20080306,KO,COCA COLA CO,-0.009719
11308,20080307,KO,COCA COLA CO,-0.00423
11308,20080310,KO,COCA COLA CO,-0.003229
11308,20080311,KO,COCA COLA CO,0.013808
11308,20080312,KO,COCA COLA CO,0.001681
11308,20080313,KO,COCA COLA CO,-0.004393
11308,20080314,KO,COCA COLA CO,-0.023757
11308,20080317,KO,COCA COLA CO,0.002781
11308,20080318,KO,COCA COLA CO,0.029815
11308,20080319,KO,COCA COLA CO,0.009258
11308,20080320,KO,COCA COLA CO,0.018012
11308,20080324,KO,COCA COLA CO,0.002294
11308,20080325,KO,COCA COLA CO,0.003759
11308,20080326,KO,COCA COLA CO,-0.004234
11308,20080327,KO,COCA COLA CO,0.002617
11308,20080328,KO,COCA COLA CO,-0.006035
11308,20080331,KO,COCA COLA CO,-0.001149
11703,20080102,DD,DU PONT E I DE NEMOURS & CO,-0.007938
11703,20080103,DD,DU PONT E I DE NEMOURS & CO,0.007773
11703,20080104,DD,DU PONT E I DE NEMOURS & CO,-0.01588
11703,20080107,DD,DU PONT E I DE NEMOURS & CO,-0.002305
11703,20080108,DD,DU PONT E I DE NEMOURS & CO,-0.012246
11703,20080109,DD,DU PONT E I DE NEMOURS & CO,0.047485
11703,20080110,DD,DU PONT E I DE NEMOURS & CO,0.011166
11703,20080111,DD,DU PONT E I DE NEMOURS & CO,-0.013693
11703,20080114,DD,DU PONT E I DE NEMOURS & CO,0.030452
11703,20080115,DD,DU PONT E I DE NEMOURS & CO,-0.019557
11703,20080116,DD,DU PONT E I DE NEMOURS & CO,-0.018174
11703,20080117,DD,DU PONT E I DE NEMOURS & CO,-0.03386
11703,20080118,DD,DU PONT E I DE NEMOURS & CO,-0.002336
11703,20080122,DD,DU PONT E I DE NEMOURS & CO,-0.003747
11703,20080123,DD,DU PONT E I DE NEMOURS & CO,0.066291
11703,20080124,DD,DU PONT E I DE NEMOURS & CO,0.001984
11703,20080125,DD,DU PONT E I DE NEMOURS & CO,-0.016062
11703,20080128,DD,DU PONT E I DE NEMOURS & CO,0.002683
11703,20080129,DD,DU PONT E I DE NEMOURS & CO,0.006914
